OrderID;OrderDate;OrderPriority;OrderQuantity;Sales;ShipMode;ShippingCost;Province;CustomerSegment;ProductCategory;ProductSubCategory;ProductContainer;ShipDate
30048;6/13/2011;Medium;44;7765.13;Delivery Truck;55.24;Prince Edward Island;Home Office;Office Supplies;Appliances;Jumbo Drum;6/15/2011
29249;6/13/2011;Low;12;3156.6;Regular Air;24.49;Manitoba;Corporate;Furniture;Chairs & Chairmats;Large Box;6/17/2011
59971;5/31/2011;Critical;45;514.86;Regular Air;iyn.47;British Columbia;Home Office;Office Supplies;Paper;Small Box;06.02.2011
13953;5/31/2011;Critical;32;381.24;Regular Air;05.yan;Ontario;Consumer;Office Supplies;Paper;Small Box;06.02.2011
50533;5/31/2011;Not Specified;32;1974.66;Express Air;35;Ontario;Small Business;Office Supplies;Storage & Organization;Large Box;06.02.2011
59971;5/31/2011;Critical;26;437.77;Express Air;avq.99;British Columbia;Home Office;Technology;Computer Peripherals;Small Pack;06.02.2011
38438;5/31/2011;Critical;17;121.09;Regular Air;may.66;Alberta;Home Office;Office Supplies;Paper;Small Box;06.01.2011
38438;5/31/2011;Critical;16;621.93;Regular Air;4;Alberta;Home Office;Technology;Computer Peripherals;Small Box;06.02.2011
59971;5/31/2011;Critical;12;356.27;Express Air;05.sen;British Columbia;Home Office;Office Supplies;Paper;Small Box;06.02.2011
23557;5/31/2011;Not Specified;7;1011.16;Regular Air;24.49;Manitoba;Home Office;Furniture;Office Furnishings;Large Box;06.01.2011
50533;5/31/2011;Not Specified;3;73.44;Delivery Truck;27.75;Ontario;Small Business;Furniture;Tables;Jumbo Box;06.01.2011
44007;5/30/2011;Medium;50;281.81;Regular Air;0.96;British Columbia;Consumer;Office Supplies;Pens & Art Supplies;Wrap Bag;5/30/2011
995;5/30/2011;Medium;46;1815.49;Regular Air;03.apr;Nunavut;Home Office;Furniture;Office Furnishings;Wrap Bag;5/31/2011
36135;5/30/2011;Not Specified;33;999,226;Regular Air;03.mar;Northwest Territories;Consumer;Technology;Telephones and Communication;Small Pack;5/31/2011
12355;5/28/2011;Not Specified;45;168.66;Regular Air;may.13;Nova Scotia;Corporate;Office Supplies;Appliances;Small Box;5/30/2011
28898;5/28/2011;Low;44;246;Regular Air;iyl.96;British Columbia;Corporate;Office Supplies;Paper;Small Box;5/28/2011
8993;5/28/2011;Medium;41;172.15;Express Air;0.5;Manitoba;Corporate;Office Supplies;Labels;Small Box;5/30/2011
12355;5/28/2011;Not Specified;36;209.53;Regular Air;may.67;Saskachewan;Corporate;Office Supplies;Paper;Small Box;5/29/2011
12355;5/28/2011;Not Specified;14;225.47;Regular Air;iyl.51;Saskachewan;Corporate;Office Supplies;Storage & Organization;Small Box;5/29/2011
14948;5/28/2011;Medium;6;647.78;Delivery Truck;35.84;British Columbia;Small Business;Furniture;Bookcases;Jumbo Box;5/29/2011
4132;5/28/2011;Not Specified;5;14.76;Regular Air;0.5;Nunavut;Corporate;Office Supplies;Labels;Small Box;5/30/2011
41794;5/27/2011;Critical;49;8,916,075;Regular Air;apr.81;Alberta;Home Office;Technology;Telephones and Communication;Medium Box;5/29/2011
41794;5/27/2011;Critical;48;836.59;Regular Air;avq.65;Alberta;Home Office;Office Supplies;Pens & Art Supplies;Small Box;5/28/2011
10535;5/27/2011;Low;46;80.27;Regular Air;0.7;Northwest Territories;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;06.03.2011
10535;5/27/2011;Low;25;854.88;Regular Air;19.99;Northwest Territories;Corporate;Furniture;Office Furnishings;Small Box;5/29/2011
41794;5/27/2011;Critical;21;58.14;Regular Air;0.97;Alberta;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;5/29/2011
24804;5/27/2011;Not Specified;20;211.42;Regular Air;sen.45;Alberta;Home Office;Office Supplies;Storage & Organization;Small Box;5/29/2011
56515;5/27/2011;Medium;18;126.62;Express Air;0.5;Nova Scotia;Small Business;Office Supplies;Labels;Small Box;5/28/2011
56515;5/27/2011;Medium;17;979.52;Delivery Truck;36.61;Nova Scotia;Small Business;Furniture;Bookcases;Jumbo Box;5/29/2011
14471;5/26/2011;Not Specified;44;823.63;Regular Air;mar.77;British Columbia;Corporate;Furniture;Office Furnishings;Small Pack;5/26/2011
14471;5/26/2011;Not Specified;42;286.73;Regular Air;iyl.49;British Columbia;Corporate;Office Supplies;Paper;Small Box;5/28/2011
31751;5/26/2011;High;31;413.12;Express Air;iyl.27;Ontario;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;5/28/2011
45893;5/26/2011;High;15;68.03;Regular Air;yan.49;Saskachewan;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;5/27/2011
57350;5/25/2011;High;50;48,726,675;Regular Air;08.avq;British Columbia;Small Business;Technology;Telephones and Communication;Small Box;5/26/2011
49924;5/25/2011;Critical;48;204.15;Regular Air;may.41;Ontario;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;5/27/2011
33665;5/25/2011;Low;45;12457.63;Delivery Truck;69.55;British Columbia;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;5/30/2011
57350;5/25/2011;High;33;140.63;Regular Air;may.68;British Columbia;Small Business;Office Supplies;Paper;Small Box;5/26/2011
45958;5/25/2011;Medium;28;17599.39;Regular Air;24.49;Yukon;Small Business;Technology;Copiers and Fax;Large Box;5/26/2011
45958;5/25/2011;Medium;16;115.34;Regular Air;03.yan;Yukon;Small Business;Office Supplies;Paper;Wrap Bag;5/27/2011
49924;5/25/2011;Critical;13;33.11;Regular Air;apr.57;Ontario;Home Office;Furniture;Office Furnishings;Small Pack;5/27/2011
42214;5/24/2011;Low;46;569.92;Regular Air;fev.85;Saskachewan;Home Office;Furniture;Office Furnishings;Small Pack;5/31/2011
20259;5/24/2011;Critical;42;539.06;Regular Air;apr.59;Ontario;Corporate;Office Supplies;Scissors, Rulers and Trimmers;Wrap Bag;5/25/2011
42214;5/24/2011;Low;28;183.65;Regular Air;may.84;Saskachewan;Home Office;Office Supplies;Paper;Small Box;5/31/2011
225;5/24/2011;Critical;24;126.58;Regular Air;0.7;Quebec;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;5/25/2011
225;5/24/2011;Critical;1;23.iyl;Regular Air;04.yan;Quebec;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;5/26/2011
39937;5/23/2011;Medium;42;113.33;Regular Air;yan.49;Alberta;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;5/23/2011
40964;5/23/2011;Critical;40;301.12;Regular Air;avq.37;Manitoba;Corporate;Office Supplies;Scissors, Rulers and Trimmers;Small Pack;5/26/2011
48161;5/23/2011;Not Specified;39;6030.58;Regular Air;avq.99;Quebec;Home Office;Technology;Telephones and Communication;Small Box;5/24/2011
57185;5/23/2011;Medium;28;1360.82;Regular Air;okt.25;Ontario;Corporate;Furniture;Office Furnishings;Large Box;5/25/2011
48161;5/23/2011;Not Specified;16;139.69;Regular Air;sen.23;Quebec;Home Office;Office Supplies;Appliances;Small Box;5/25/2011
47553;5/22/2011;Medium;49;20,701,928;Delivery Truck;45.7;British Columbia;Corporate;Furniture;Tables;Jumbo Box;5/23/2011
42918;5/22/2011;High;46;648.26;Regular Air;iyl.27;Prince Edward Island;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;5/24/2011
42918;5/22/2011;High;46;410.43;Regular Air;may.76;Prince Edward Island;Corporate;Technology;Office Machines;Medium Box;5/24/2011
37152;5/22/2011;Medium;45;25,033,265;Regular Air;08.avq;Ontario;Corporate;Technology;Telephones and Communication;Small Box;5/24/2011
37152;5/22/2011;Medium;39;4647.69;Delivery Truck;30;Ontario;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;5/24/2011
42918;5/22/2011;High;38;468.95;Express Air;iyl.19;Quebec;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;5/24/2011
41891;5/22/2011;High;22;846.59;Regular Air;18.98;Ontario;Corporate;Furniture;Office Furnishings;Small Box;5/23/2011
46117;5/22/2011;Low;22;1168.28;Delivery Truck;14.19;Ontario;Home Office;Furniture;Chairs & Chairmats;Jumbo Drum;5/26/2011
38403;5/21/2011;Low;49;142.1;Regular Air;0.99;Quebec;Home Office;Office Supplies;Labels;Small Box;5/25/2011
25280;5/21/2011;Not Specified;47;202.64;Regular Air;yan.17;Nova Scotia;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;5/22/2011
21542;5/21/2011;High;43;11,674,968;Delivery Truck;84.84;Prince Edward Island;Corporate;Furniture;Tables;Jumbo Box;5/22/2011
21477;5/21/2011;Low;40;278.8;Regular Air;2;Saskachewan;Home Office;Office Supplies;Paper;Wrap Bag;5/23/2011
6566;5/21/2011;Critical;21;748.83;Regular Air;yan.99;Yukon;Corporate;Technology;Computer Peripherals;Small Pack;5/21/2011
21542;5/21/2011;High;18;404.3;Regular Air;avq.99;Prince Edward Island;Corporate;Office Supplies;Pens & Art Supplies;Small Pack;5/22/2011
4422;5/21/2011;Medium;17;390.11;Regular Air;avq.99;British Columbia;Consumer;Office Supplies;Pens & Art Supplies;Small Pack;5/21/2011
25280;5/21/2011;Not Specified;16;179.26;Regular Air;fev.99;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;5/23/2011
4422;5/21/2011;Medium;12;313.43;Regular Air;avq.99;British Columbia;Consumer;Furniture;Office Furnishings;Small Pack;5/21/2011
21477;5/21/2011;Low;7;189.73;Regular Air;fev.99;Saskachewan;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;5/21/2011
26976;5/20/2011;Not Specified;44;729.75;Regular Air;yan.39;Yukon;Home Office;Office Supplies;Envelopes;Small Box;5/21/2011
17312;5/20/2011;Not Specified;41;46,102,895;Regular Air;02.may;Ontario;Home Office;Technology;Telephones and Communication;Small Box;5/21/2011
17312;5/20/2011;Not Specified;37;258.54;Regular Air;07.mar;Ontario;Home Office;Office Supplies;Paper;Small Box;5/21/2011
24099;5/20/2011;Not Specified;36;825.82;Regular Air;35;Quebec;Corporate;Office Supplies;Storage & Organization;Large Box;5/21/2011
50306;5/20/2011;Medium;34;2010.89;Regular Air;noy.55;Ontario;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;5/22/2011
56387;5/20/2011;Medium;32;128.14;Express Air;07.yan;Saskachewan;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;5/22/2011
27364;5/20/2011;Medium;29;15,290,565;Regular Air;mar.99;Manitoba;Corporate;Technology;Telephones and Communication;Small Box;5/22/2011
26976;5/20/2011;Not Specified;28;1417.21;Regular Air;18.45;Yukon;Home Office;Furniture;Office Furnishings;Medium Box;5/22/2011
27364;5/20/2011;Medium;25;74.07;Regular Air;yan.49;Manitoba;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;5/22/2011
52900;5/20/2011;High;16;101.14;Regular Air;may.46;Alberta;Home Office;Office Supplies;Paper;Small Box;5/22/2011
26976;5/20/2011;Not Specified;11;11,549,375;Express Air;avq.99;Yukon;Home Office;Technology;Telephones and Communication;Small Box;5/21/2011
56387;5/20/2011;Medium;9;67.46;Regular Air;10.may;Saskachewan;Small Business;Office Supplies;Paper;Small Box;5/22/2011
24099;5/20/2011;Not Specified;6;205.24;Regular Air;06.may;Quebec;Corporate;Technology;Computer Peripherals;Small Box;5/21/2011
964;5/19/2011;Medium;50;315.02;Regular Air;yan.49;Quebec;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;5/21/2011
512;5/19/2011;Low;48;806.37;Express Air;okt.68;Saskachewan;Home Office;Office Supplies;Storage & Organization;Small Box;5/21/2011
31687;5/19/2011;High;44;123.06;Regular Air;yan.34;Saskachewan;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;5/19/2011
7585;5/19/2011;High;34;6,501,395;Regular Air;yan.25;Alberta;Consumer;Technology;Telephones and Communication;Small Pack;5/21/2011
512;5/19/2011;Low;6;1309.53;Regular Air;18.iyn;Saskachewan;Home Office;Furniture;Chairs & Chairmats;Large Box;5/19/2011
964;5/19/2011;Medium;4;40.02;Regular Air;01.sen;Nova Scotia;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;5/21/2011
39586;5/19/2011;Not Specified;1;okt.48;Regular Air;iyn.83;British Columbia;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;5/21/2011
1317;5/18/2011;High;44;523.42;Regular Air;may.63;Saskachewan;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;5/20/2011
1317;5/18/2011;High;40;192.54;Regular Air;iyl.44;Saskachewan;Consumer;Office Supplies;Paper;Small Box;5/19/2011
1317;5/18/2011;High;29;156.7;Regular Air;may.57;Saskachewan;Consumer;Office Supplies;Paper;Small Box;5/20/2011
8995;5/17/2011;High;46;89.41;Regular Air;0.76;Northwest Territories;Consumer;Office Supplies;Rubber Bands;Wrap Bag;5/19/2011
8995;5/17/2011;High;42;266.36;Regular Air;avq.19;Northwest Territories;Consumer;Office Supplies;Paper;Small Box;5/18/2011
8995;5/17/2011;High;41;270.84;Express Air;may.86;Northwest Territories;Consumer;Office Supplies;Paper;Small Box;5/18/2011
8995;5/17/2011;High;35;3389.93;Express Air;21.26;Northwest Territories;Consumer;Furniture;Office Furnishings;Large Box;5/18/2011
14951;5/17/2011;Medium;34;2779.2;Regular Air;iyl.18;Saskachewan;Home Office;Technology;Computer Peripherals;Small Box;5/19/2011
14951;5/17/2011;Medium;26;65.21;Regular Air;02.apr;Saskachewan;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;5/17/2011
8995;5/17/2011;High;5;24.16;Express Air;yan.49;Nunavut;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;5/18/2011
51938;5/17/2011;Low;5;5,033,275;Regular Air;may.63;Northwest Territories;Corporate;Technology;Telephones and Communication;Small Box;5/21/2011
48544;5/16/2011;High;44;8,315,805;Regular Air;0.99;Saskachewan;Small Business;Technology;Telephones and Communication;Wrap Bag;5/18/2011
43267;5/16/2011;Critical;17;1368.14;Express Air;19.95;Northwest Territories;Home Office;Office Supplies;Appliances;Large Box;5/18/2011
26887;5/15/2011;Critical;38;1637.78;Express Air;apr.62;Alberta;Small Business;Office Supplies;Appliances;Small Box;5/16/2011
26887;5/15/2011;Critical;23;193.84;Express Air;avq.94;Alberta;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;5/15/2011
16450;5/15/2011;Medium;12;73.5;Regular Air;02.may;Ontario;Small Business;Office Supplies;Envelopes;Small Box;5/15/2011
965;5/14/2011;Low;42;11230.25;Delivery Truck;35.67;Ontario;Corporate;Furniture;Tables;Jumbo Box;5/21/2011
57444;5/14/2011;Critical;24;178.92;Regular Air;iyn.16;British Columbia;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;5/15/2011
9921;5/14/2011;Low;23;356.09;Regular Air;yan.39;Saskachewan;Home Office;Office Supplies;Envelopes;Small Box;5/14/2011
39590;5/14/2011;Low;9;79.25;Express Air;may.83;Ontario;Small Business;Office Supplies;Paper;Wrap Bag;5/21/2011
34215;5/14/2011;High;6;35.65;Regular Air;fev.99;Northwest Territories;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;5/15/2011
40327;5/13/2011;Medium;42;152.55;Regular Air;02.may;Prince Edward Island;Corporate;Office Supplies;Envelopes;Small Box;5/15/2011
40327;5/13/2011;Medium;36;152.96;Regular Air;may.74;Prince Edward Island;Corporate;Office Supplies;Paper;Small Box;5/15/2011
2208;4/30/2011;Not Specified;41;23281.05;Regular Air;24.49;Nova Scotia;Home Office;Technology;Copiers and Fax;Large Box;05.01.2011
18528;4/30/2011;Critical;33;340.97;Regular Air;mar.99;Ontario;Corporate;Office Supplies;Appliances;Small Box;05.01.2011
513;4/30/2011;High;33;5437.92;Delivery Truck;60.2;Ontario;Home Office;Furniture;Chairs & Chairmats;Jumbo Drum;4/30/2011
18528;4/30/2011;Critical;22;136.24;Regular Air;iyl.96;Ontario;Corporate;Office Supplies;Paper;Small Box;05.02.2011
38305;4/30/2011;Critical;21;25,616,705;Regular Air;08.avq;Quebec;Consumer;Technology;Telephones and Communication;Small Box;05.02.2011
2208;4/30/2011;Not Specified;7;82.06;Regular Air;iyl.19;Nova Scotia;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;05.02.2011
22850;4/30/2011;Medium;4;105.13;Regular Air;4;Yukon;Home Office;Technology;Computer Peripherals;Small Box;05.01.2011
17252;4/29/2011;Not Specified;49;11,365,616;Delivery Truck;54.12;Ontario;Consumer;Furniture;Tables;Jumbo Box;05.01.2011
16674;4/29/2011;Low;49;1959.43;Regular Air;apr.62;Nova Scotia;Small Business;Office Supplies;Appliances;Small Box;05.06.2011
17252;4/29/2011;Not Specified;48;2283.22;Regular Air;may.97;Ontario;Consumer;Office Supplies;Paper;Small Box;4/30/2011
26791;4/29/2011;Low;45;500.48;Regular Air;05.mar;Prince Edward Island;Home Office;Office Supplies;Storage & Organization;Small Box;05.06.2011
16674;4/29/2011;Low;39;14072.64;Delivery Truck;58.92;Nova Scotia;Small Business;Furniture;Chairs & Chairmats;Jumbo Drum;05.08.2011
42727;4/29/2011;Not Specified;21;177.06;Regular Air;iyl.77;Saskachewan;Consumer;Office Supplies;Scissors, Rulers and Trimmers;Small Pack;4/30/2011
3750;4/29/2011;Medium;12;76.16;Regular Air;05.fev;Quebec;Small Business;Office Supplies;Paper;Small Box;05.01.2011
42727;4/29/2011;Not Specified;11;5510.23;Delivery Truck;26;Saskachewan;Consumer;Furniture;Chairs & Chairmats;Jumbo Drum;4/30/2011
39008;4/28/2011;Not Specified;28;3582.79;Delivery Truck;70.2;Manitoba;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;4/30/2011
35238;4/28/2011;Low;27;1,403,027;Express Air;may.63;Saskachewan;Small Business;Technology;Telephones and Communication;Small Box;4/28/2011
34694;4/28/2011;Low;11;55.49;Regular Air;iyl.24;Quebec;Consumer;Furniture;Office Furnishings;Small Box;4/28/2011
25479;4/28/2011;Critical;3;2,105,025;Regular Air;yan.25;Quebec;Corporate;Technology;Telephones and Communication;Small Pack;4/28/2011
10054;4/28/2011;High;2;1,968,515;Regular Air;may.99;Quebec;Home Office;Technology;Telephones and Communication;Small Box;4/28/2011
10054;4/28/2011;High;2;203.3;Regular Air;48.2;Quebec;Home Office;Furniture;Office Furnishings;Medium Box;4/30/2011
25697;4/26/2011;Low;46;400.25;Regular Air;mar.62;Ontario;Consumer;Technology;Computer Peripherals;Small Pack;4/26/2011
59271;4/25/2011;Not Specified;40;630.38;Express Air;13.32;New Brunswick;Corporate;Office Supplies;Appliances;Small Box;4/26/2011
56162;4/25/2011;Not Specified;30;5217.79;Delivery Truck;30;British Columbia;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;4/27/2011
59271;4/25/2011;Not Specified;23;144.03;Regular Air;05.fev;New Brunswick;Corporate;Office Supplies;Paper;Small Box;4/27/2011
30626;4/25/2011;Critical;23;220.82;Express Air;01.sen;New Brunswick;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;4/26/2011
52611;4/25/2011;Medium;11;24.95;Regular Air;yan.38;Ontario;Corporate;Office Supplies;Rubber Bands;Wrap Bag;4/25/2011
2947;4/25/2011;Critical;8;57.04;Regular Air;iyn.81;Ontario;Consumer;Office Supplies;Paper;Small Box;4/27/2011
16710;4/24/2011;High;47;5549.79;Delivery Truck;17.85;Nova Scotia;Consumer;Technology;Office Machines;Jumbo Drum;4/26/2011
43398;4/24/2011;Not Specified;10;1600.85;Delivery Truck;60;Manitoba;Corporate;Furniture;Tables;Jumbo Drum;4/25/2011
37826;4/23/2011;Medium;45;325.8;Regular Air;iyn.18;Saskachewan;Consumer;Office Supplies;Paper;Small Box;4/25/2011
6402;4/23/2011;Low;35;373.33;Regular Air;apr.68;New Brunswick;Corporate;Office Supplies;Scissors, Rulers and Trimmers;Small Pack;4/28/2011
29539;4/23/2011;High;24;223.2;Regular Air;yan.39;Saskachewan;Corporate;Office Supplies;Envelopes;Small Box;4/24/2011
38311;4/23/2011;Medium;9;1201.51;Express Air;19.99;Alberta;Consumer;Office Supplies;Storage & Organization;Small Box;4/25/2011
43013;4/22/2011;Low;50;2437.67;Regular Air;22.24;Alberta;Home Office;Furniture;Office Furnishings;Large Box;4/26/2011
39268;4/22/2011;Not Specified;45;156.95;Regular Air;0.94;Ontario;Corporate;Office Supplies;Rubber Bands;Wrap Bag;4/25/2011
39268;4/22/2011;Not Specified;44;324.2;Express Air;06.may;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;4/24/2011
33287;4/22/2011;Critical;44;11904.55;Delivery Truck;28.iyn;British Columbia;Small Business;Technology;Office Machines;Jumbo Drum;4/25/2011
43013;4/22/2011;Low;43;1438.33;Regular Air;avq.22;British Columbia;Home Office;Office Supplies;Storage & Organization;Small Box;4/27/2011
25863;4/22/2011;Not Specified;18;3,406,885;Express Air;apr.81;Ontario;Corporate;Technology;Telephones and Communication;Medium Box;4/24/2011
24486;4/22/2011;Medium;14;27.iyn;Regular Air;0.7;Ontario;Consumer;Office Supplies;Pens & Art Supplies;Wrap Bag;4/23/2011
24486;4/22/2011;Medium;3;28.noy;Regular Air;fev.83;Ontario;Consumer;Technology;Computer Peripherals;Small Pack;4/23/2011
52261;4/21/2011;Not Specified;49;10261.25;Delivery Truck;52.2;Yukon;Home Office;Furniture;Tables;Jumbo Box;4/22/2011
26503;4/21/2011;Medium;47;671.78;Regular Air;yan.39;Manitoba;Small Business;Office Supplies;Envelopes;Small Box;4/23/2011
40454;4/21/2011;Not Specified;43;1243.88;Regular Air;avq.99;Quebec;Corporate;Office Supplies;Pens & Art Supplies;Small Pack;4/24/2011
26503;4/21/2011;Medium;12;262.09;Regular Air;okt.49;Manitoba;Small Business;Furniture;Office Furnishings;Small Box;4/22/2011
16802;4/20/2011;Medium;44;302.59;Express Air;iyn.93;New Brunswick;Home Office;Office Supplies;Paper;Small Box;4/21/2011
37828;4/20/2011;Low;42;206.2;Regular Air;0.5;Ontario;Corporate;Office Supplies;Labels;Small Box;4/22/2011
10308;4/20/2011;High;40;5,554,036;Regular Air;avq.99;Saskachewan;Small Business;Technology;Telephones and Communication;Small Box;4/22/2011
16802;4/20/2011;Medium;26;2703.45;Regular Air;35;New Brunswick;Home Office;Office Supplies;Storage & Organization;Large Box;4/22/2011
48354;4/20/2011;Medium;25;1387.29;Express Air;14.mar;Alberta;Home Office;Office Supplies;Paper;Small Box;4/21/2011
55362;4/20/2011;High;24;67.84;Regular Air;0.99;Saskachewan;Corporate;Office Supplies;Labels;Small Box;4/22/2011
37828;4/20/2011;Low;23;490.17;Regular Air;4;Ontario;Corporate;Technology;Computer Peripherals;Small Box;4/25/2011
7812;4/20/2011;Low;17;475.9;Regular Air;19.46;Yukon;Corporate;Furniture;Office Furnishings;Small Box;4/27/2011
7812;4/20/2011;Low;12;3635.63;Delivery Truck;29.fev;Yukon;Corporate;Furniture;Tables;Jumbo Box;4/22/2011
31271;4/20/2011;Low;4;43.29;Regular Air;okt.16;Alberta;Small Business;Furniture;Office Furnishings;Large Box;4/27/2011
21799;4/19/2011;Not Specified;42;115.99;Express Air;02.apr;New Brunswick;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;4/20/2011
41026;4/19/2011;Medium;19;59.76;Express Air;yan.92;Ontario;Home Office;Office Supplies;Scissors, Rulers and Trimmers;Wrap Bag;4/19/2011
41026;4/19/2011;Medium;8;709.37;Delivery Truck;42;Ontario;Home Office;Furniture;Chairs & Chairmats;Jumbo Drum;4/20/2011
13634;4/18/2011;High;46;1824.13;Regular Air;07.dek;Quebec;Consumer;Technology;Computer Peripherals;Small Box;4/18/2011
13634;4/18/2011;High;27;151.38;Regular Air;05.mar;Quebec;Consumer;Office Supplies;Envelopes;Small Box;4/19/2011
38118;4/18/2011;Not Specified;7;138.91;Regular Air;4;Saskachewan;Small Business;Technology;Computer Peripherals;Small Box;4/20/2011
35360;4/18/2011;Critical;4;41.06;Regular Air;iyn.28;Quebec;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;4/20/2011
23301;4/18/2011;High;4;28.46;Regular Air;mar.85;Yukon;Corporate;Technology;Computer Peripherals;Small Pack;4/20/2011
23301;4/18/2011;High;3;23.44;Regular Air;05.fev;Yukon;Corporate;Office Supplies;Paper;Small Box;4/20/2011
38530;4/17/2011;Critical;47;1980.37;Regular Air;fev.99;Ontario;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;4/17/2011
39492;4/17/2011;Not Specified;40;169.48;Regular Air;may.68;Ontario;Corporate;Office Supplies;Paper;Small Box;4/19/2011
39492;4/17/2011;Not Specified;38;1541.92;Regular Air;19.99;Ontario;Corporate;Technology;Computer Peripherals;Small Box;4/19/2011
39492;4/17/2011;Not Specified;31;53,479,875;Regular Air;04.fev;Alberta;Corporate;Technology;Telephones and Communication;Small Box;4/20/2011
39527;4/17/2011;Low;29;213.35;Regular Air;2;British Columbia;Corporate;Office Supplies;Paper;Wrap Bag;4/26/2011
38530;4/17/2011;Critical;13;642.66;Regular Air;19.99;Ontario;Home Office;Office Supplies;Appliances;Small Box;4/17/2011
29639;4/17/2011;Critical;8;22.37;Regular Air;02.apr;Saskachewan;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;4/19/2011
41157;4/16/2011;Medium;39;3854.4;Regular Air;may.81;British Columbia;Home Office;Furniture;Office Furnishings;Medium Box;4/18/2011
45248;4/16/2011;Medium;38;154.85;Regular Air;may.13;Manitoba;Corporate;Office Supplies;Appliances;Small Box;4/18/2011
45248;4/16/2011;Medium;32;49,417,725;Regular Air;avq.99;Manitoba;Corporate;Technology;Telephones and Communication;Small Box;4/18/2011
40770;4/16/2011;Low;19;217.69;Regular Air;06.dek;Alberta;Home Office;Office Supplies;Appliances;Medium Box;4/21/2011
47367;4/16/2011;Medium;7;27.99;Regular Air;yan.49;British Columbia;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;4/16/2011
47367;4/16/2011;Medium;6;21.iyl;Regular Air;0.5;British Columbia;Corporate;Office Supplies;Labels;Small Box;4/17/2011
21063;4/15/2011;Low;49;377.02;Regular Air;fev.35;Manitoba;Consumer;Office Supplies;Pens & Art Supplies;Wrap Bag;4/19/2011
21063;4/15/2011;Low;48;7339.24;Delivery Truck;51.92;Manitoba;Consumer;Furniture;Tables;Jumbo Box;4/15/2011
24646;4/15/2011;Not Specified;46;662.51;Regular Air;yan.39;Saskachewan;Small Business;Office Supplies;Envelopes;Small Box;4/16/2011
29510;4/15/2011;Critical;22;6123.94;Delivery Truck;41.91;Northwest Territories;Home Office;Furniture;Bookcases;Jumbo Box;4/17/2011
24646;4/15/2011;Not Specified;21;61.18;Regular Air;0.7;Saskachewan;Small Business;Office Supplies;Pens & Art Supplies;Wrap Bag;4/17/2011
21444;4/15/2011;Medium;17;34.16;Regular Air;0.7;Manitoba;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;4/16/2011
52293;4/15/2011;High;4;31.14;Regular Air;may.86;Alberta;Consumer;Office Supplies;Paper;Small Box;4/16/2011
9216;4/14/2011;Medium;36;5977.63;Delivery Truck;55.24;Prince Edward Island;Consumer;Office Supplies;Appliances;Jumbo Drum;4/16/2011
11975;4/13/2011;Critical;43;210.66;Regular Air;may.74;Ontario;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;4/15/2011
4769;4/13/2011;Not Specified;41;117.4;Regular Air;0.5;Quebec;Home Office;Office Supplies;Labels;Small Box;4/14/2011
40803;4/13/2011;Low;35;10278.79;Delivery Truck;64.73;British Columbia;Small Business;Furniture;Chairs & Chairmats;Jumbo Drum;4/15/2011
40803;4/13/2011;Low;22;83.02;Regular Air;yan.49;British Columbia;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;4/18/2011
